frame,timestamp,expressions
266, 8.83333,None
267, 8.86667,"Anger, Surprise"
268, 8.9,"Sadness, Anger"
269, 8.93333,Sadness
270, 8.96667,None
271, 9,None
272, 9.03333,None
273, 9.06667,None
274, 9.1,None
275, 9.13333,None
276, 9.16667,Surprise
277, 9.2,"Anger, Surprise"
278, 9.23333,"Sadness, Anger, Surprise"
279, 9.26667,Surprise
280, 9.3,Surprise
281, 9.33333,Surprise
282, 9.36667,Surprise
283, 9.4,Surprise
284, 9.43333,"Sadness, Anger, Surprise"
285, 9.46667,Surprise
286, 9.5,"Sadness, Anger, Surprise"
287, 9.53333,"Sadness, Anger, Surprise"
288, 9.56667,"Sadness, Anger, Surprise"
289, 9.6,Sadness
290, 9.63333,None
291, 9.66667,None
292, 9.7,None
293, 9.73333,None
294, 9.76667,None
295, 9.8,None
296, 9.83333,None
297, 9.86667,None
298, 9.9,"Sadness, Disgust"
299, 9.93333,None
300, 9.96667,None
301, 10,None
302, 10.0333,None
303, 10.0667,"Anger, Surprise"
304, 10.1,"Anger, Surprise"
305, 10.1333,Surprise
306, 10.1667,Surprise
307, 10.2,None
308, 10.2333,Surprise
309, 10.2667,None
310, 10.3,Disgust
311, 10.3333,Surprise
312, 10.3667,None
313, 10.4,"Sadness, Disgust"
314, 10.4333,"Sadness, Anger, Disgust"
315, 10.4667,None
316, 10.5,"Anger, Surprise"
317, 10.5333,None
318, 10.5667,None
319, 10.6,None
320, 10.6333,None
321, 10.6667,None
322, 10.7,None
323, 10.7333,None
324, 10.7667,None
325, 10.8,None
326, 10.8333,None
327, 10.8667,None
328, 10.9,None
329, 10.9333,None
330, 10.9667,None
331, 11,None
332, 11.0333,None
333, 11.0667,None
334, 11.1,None
335, 11.1333,None
336, 11.1667,"Sadness, Disgust"
337, 11.2,None
338, 11.2333,None
339, 11.2667,None
340, 11.3,None
341, 11.3333,None
342, 11.3667,None
343, 11.4,None
344, 11.4333,None
345, 11.4667,None
346, 11.5,None
347, 11.5333,"Anger, Surprise"
348, 11.5667,"Anger, Surprise"
349, 11.6,None
350, 11.6333,None
351, 11.6667,None
352, 11.7,None
353, 11.7333,None
354, 11.7667,None
355, 11.8,None
356, 11.8333,None
357, 11.8667,None
358, 11.9,None
359, 11.9333,None
360, 11.9667,None
361, 12,None
362, 12.0333,None
363, 12.0667,None
364, 12.1,None
365, 12.1333,None
366, 12.1667,None
367, 12.2,None
368, 12.2333,None
369, 12.2667,None
370, 12.3,None
371, 12.3333,None
372, 12.3667,None
373, 12.4,None
374, 12.4333,None
375, 12.4667,None
376, 12.5,None
377, 12.5333,None
378, 12.5667,None
379, 12.6,None
380, 12.6333,None
381, 12.6667,None
382, 12.7,None
383, 12.7333,None
384, 12.7667,None
385, 12.8,None
386, 12.8333,None
387, 12.8667,None
388, 12.9,None
389, 12.9333,None
390, 12.9667,None
391, 13,None
392, 13.0333,None
393, 13.0667,None
394, 13.1,None
395, 13.1333,None
396, 13.1667,None
397, 13.2,None
398, 13.2333,None
399, 13.2667,None
400, 13.3,None
401, 13.3333,None
402, 13.3667,Disgust
403, 13.4,Disgust
404, 13.4333,Disgust
405, 13.4667,Disgust
406, 13.5,Disgust
407, 13.5333,"Sadness, Disgust"
408, 13.5667,Disgust
409, 13.6,None
410, 13.6333,None
411, 13.6667,None
412, 13.7,None
413, 13.7333,None
414, 13.7667,None
415, 13.8,None
416, 13.8333,None
417, 13.8667,None
418, 13.9,None
419, 13.9333,None
420, 13.9667,None
421, 14,None
422, 14.0333,None
423, 14.0667,None
424, 14.1,None
425, 14.1333,None
426, 14.1667,None
427, 14.2,None
428, 14.2333,Sadness
429, 14.2667,Fear
430, 14.3,Fear
431, 14.3333,None
432, 14.3667,None
433, 14.4,None
434, 14.4333,None
435, 14.4667,Fear
436, 14.5,None
437, 14.5333,"Sadness, Disgust"
438, 14.5667,None
439, 14.6,None
440, 14.6333,None
441, 14.6667,None
442, 14.7,None
443, 14.7333,None
444, 14.7667,None
445, 14.8,None
446, 14.8333,"Sadness, Anger"
447, 14.8667,None
448, 14.9,None
449, 14.9333,Anger
450, 14.9667,Anger
451, 15,Anger
452, 15.0333,None
453, 15.0667,None
454, 15.1,None
455, 15.1333,None
456, 15.1667,None
457, 15.2,None
458, 15.2333,None
459, 15.2667,None
460, 15.3,None
461, 15.3333,None
462, 15.3667,None
463, 15.4,None
464, 15.4333,None
465, 15.4667,None
466, 15.5,None
467, 15.5333,None
468, 15.5667,None
469, 15.6,None
470, 15.6333,None
471, 15.6667,Surprise
472, 15.7,Surprise
473, 15.7333,Sadness
474, 15.7667,"Sadness, Anger, Surprise"
475, 15.8,"Sadness, Anger, Surprise"
476, 15.8333,"Sadness, Anger, Surprise"
477, 15.8667,Sadness
478, 15.9,"Sadness, Anger, Surprise"
479, 15.9333,Sadness
480, 15.9667,Sadness
481, 16,Sadness
482, 16.0333,"Sadness, Anger, Surprise"
483, 16.0667,"Sadness, Surprise"
484, 16.1,"Sadness, Anger, Surprise"
485, 16.1333,"Sadness, Surprise"
486, 16.1667,None
487, 16.2,Surprise
488, 16.2333,None
489, 16.2667,"Anger, Surprise"
490, 16.3,None
491, 16.3333,None
492, 16.3667,None
493, 16.4,None
494, 16.4333,None
495, 16.4667,None
496, 16.5,None
497, 16.5333,Surprise
498, 16.5667,None
499, 16.6,None
500, 16.6333,Surprise
501, 16.6667,None
502, 16.7,None
503, 16.7333,None
504, 16.7667,None
505, 16.8,None
506, 16.8333,None
507, 16.8667,Surprise
508, 16.9,Surprise
509, 16.9333,"Anger, Surprise"
510, 16.9667,"Anger, Surprise"
511, 17,"Anger, Surprise"
512, 17.0333,"Anger, Surprise"
513, 17.0667,"Anger, Surprise"
514, 17.1,"Anger, Surprise"
515, 17.1333,None
516, 17.1667,None
517, 17.2,"Sadness, Surprise"
518, 17.2333,"Anger, Surprise"
519, 17.2667,None
520, 17.3,"Sadness, Anger, Surprise"
521, 17.3333,"Sadness, Anger, Surprise"
522, 17.3667,"Sadness, Anger, Surprise"
523, 17.4,"Sadness, Anger, Surprise"
524, 17.4333,"Sadness, Anger, Surprise"
525, 17.4667,"Sadness, Anger, Surprise"
526, 17.5,"Sadness, Anger, Surprise"
527, 17.5333,Sadness
528, 17.5667,Sadness
529, 17.6,Sadness
530, 17.6333,Sadness
531, 17.6667,Sadness
532, 17.7,Sadness
533, 17.7333,Sadness
534, 17.7667,Sadness
535, 17.8,Sadness
536, 17.8333,"Sadness, Anger, Surprise"
537, 17.8667,Sadness
538, 17.9,"Sadness, Anger, Surprise"
539, 17.9333,Sadness
540, 17.9667,Sadness
541, 18,"Sadness, Anger, Surprise"
542, 18.0333,Sadness
543, 18.0667,None
544, 18.1,Sadness
545, 18.1333,Sadness
546, 18.1667,None
547, 18.2,None
548, 18.2333,None
549, 18.2667,None
550, 18.3,None
551, 18.3333,Sadness
552, 18.3667,"Sadness, Disgust"
553, 18.4,"Sadness, Disgust"
554, 18.4333,None
555, 18.4667,Fear
556, 18.5,None
557, 18.5333,Fear
558, 18.5667,Fear
559, 18.6,Sadness
560, 18.6333,None
561, 18.6667,None
562, 18.7,None
563, 18.7333,None
564, 18.7667,None
565, 18.8,None
566, 18.8333,None
567, 18.8667,None
568, 18.9,None
569, 18.9333,None
570, 18.9667,None
571, 19,None
572, 19.0333,None
573, 19.0667,None
574, 19.1,None
575, 19.1333,None
576, 19.1667,None
577, 19.2,None
578, 19.2333,None
579, 19.2667,None
580, 19.3,None
581, 19.3333,None
582, 19.3667,None
583, 19.4,None
584, 19.4333,None
585, 19.4667,None
586, 19.5,None
587, 19.5333,None
588, 19.5667,None
589, 19.6,None
590, 19.6333,None
591, 19.6667,None
592, 19.7,None
593, 19.7333,None
594, 19.7667,None
595, 19.8,None
596, 19.8333,None
597, 19.8667,None
598, 19.9,None
599, 19.9333,None
600, 19.9667,None
601, 20,None
602, 20.0333,None
603, 20.0667,None
604, 20.1,None
605, 20.1333,None
606, 20.1667,None
607, 20.2,None
608, 20.2333,None
609, 20.2667,None
610, 20.3,None
611, 20.3333,None
612, 20.3667,None
613, 20.4,"Anger, Surprise"
614, 20.4333,Sadness
615, 20.4667,None
616, 20.5,None
617, 20.5333,None
618, 20.5667,None
619, 20.6,None
620, 20.6333,None
621, 20.6667,None
622, 20.7,"Anger, Surprise"
623, 20.7333,None
624, 20.7667,"Anger, Surprise"
625, 20.8,None
626, 20.8333,None
627, 20.8667,"Anger, Surprise"
628, 20.9,"Anger, Surprise"
629, 20.9333,"Anger, Surprise"
630, 20.9667,Surprise
631, 21,None
632, 21.0333,None
633, 21.0667,None
634, 21.1,None
635, 21.1333,None
636, 21.1667,None
637, 21.2,None
638, 21.2333,None
639, 21.2667,None
640, 21.3,None
641, 21.3333,"Anger, Surprise"
642, 21.3667,"Anger, Surprise"
643, 21.4,None
644, 21.4333,None
645, 21.4667,None
646, 21.5,None
647, 21.5333,None
648, 21.5667,"Anger, Surprise"
649, 21.6,None
650, 21.6333,None
651, 21.6667,None
652, 21.7,None
653, 21.7333,None
654, 21.7667,None
655, 21.8,None
656, 21.8333,None
657, 21.8667,None
658, 21.9,None
659, 21.9333,None
660, 21.9667,None
661, 22,None
662, 22.0333,None
663, 22.0667,None
664, 22.1,None
665, 22.1333,None
666, 22.1667,None
667, 22.2,None
668, 22.2333,None
669, 22.2667,None
670, 22.3,None
671, 22.3333,None
672, 22.3667,None
673, 22.4,None
674, 22.4333,None
675, 22.4667,None
676, 22.5,None
677, 22.5333,None
678, 22.5667,None
679, 22.6,None
680, 22.6333,None
681, 22.6667,"Anger, Surprise"
682, 22.7,None
683, 22.7333,None
684, 22.7667,None
685, 22.8,None
686, 22.8333,None
687, 22.8667,"Anger, Surprise"
688, 22.9,"Anger, Surprise"
689, 22.9333,None
690, 22.9667,"Anger, Surprise"
691, 23,"Anger, Surprise"
692, 23.0333,None
693, 23.0667,None
694, 23.1,None
695, 23.1333,None
696, 23.1667,None
697, 23.2,None
698, 23.2333,None
699, 23.2667,"Anger, Surprise"
700, 23.3,None
701, 23.3333,None
702, 23.3667,None
703, 23.4,None
704, 23.4333,None
705, 23.4667,Anger
706, 23.5,None
707, 23.5333,None
708, 23.5667,None
709, 23.6,None
710, 23.6333,"Anger, Surprise"
711, 23.6667,None
712, 23.7,None
713, 23.7333,"Anger, Surprise"
714, 23.7667,"Anger, Surprise"
715, 23.8,"Anger, Surprise"
716, 23.8333,None
717, 23.8667,None
718, 23.9,None
719, 23.9333,None
720, 23.9667,None
721, 24,None
722, 24.0333,None
723, 24.0667,None
724, 24.1,None
725, 24.1333,None
726, 24.1667,None
727, 24.2,None
728, 24.2333,None
729, 24.2667,None
730, 24.3,None
731, 24.3333,None
732, 24.3667,None
733, 24.4,None
734, 24.4333,None
735, 24.4667,Sadness
736, 24.5,None
737, 24.5333,None
738, 24.5667,None
739, 24.6,None
740, 24.6333,None
741, 24.6667,None
742, 24.7,None
743, 24.7333,None
744, 24.7667,None
745, 24.8,None
746, 24.8333,None
747, 24.8667,None
748, 24.9,None
749, 24.9333,None
750, 24.9667,None
751, 25,None
752, 25.0333,None
753, 25.0667,None
754, 25.1,None
755, 25.1333,None
756, 25.1667,None
757, 25.2,None
758, 25.2333,None
759, 25.2667,None
760, 25.3,None
761, 25.3333,None
762, 25.3667,None
763, 25.4,None
764, 25.4333,None
765, 25.4667,None
766, 25.5,None
767, 25.5333,None
768, 25.5667,None
769, 25.6,None
770, 25.6333,None
771, 25.6667,None
772, 25.7,None
773, 25.7333,None
774, 25.7667,Sadness
775, 25.8,Sadness
776, 25.8333,None
777, 25.8667,None
778, 25.9,None
779, 25.9333,None
780, 25.9667,None
781, 26,None
782, 26.0333,None
783, 26.0667,None
784, 26.1,None
785, 26.1333,None
786, 26.1667,None
787, 26.2,None
788, 26.2333,None
789, 26.2667,None
790, 26.3,None
791, 26.3333,None
792, 26.3667,None
793, 26.4,None
794, 26.4333,None
795, 26.4667,None
796, 26.5,None
797, 26.5333,None
798, 26.5667,None
799, 26.6,None
800, 26.6333,None
801, 26.6667,None
802, 26.7,None
803, 26.7333,None
804, 26.7667,None
805, 26.8,"Sadness, Surprise"
806, 26.8333,"Happiness, Sadness, Surprise"
807, 26.8667,"Happiness, Sadness, Surprise"
808, 26.9,"Sadness, Surprise"
809, 26.9333,"Sadness, Surprise"
810, 26.9667,Sadness
811, 27,"Sadness, Disgust"
812, 27.0333,"Happiness, Sadness, Disgust"
813, 27.0667,"Sadness, Surprise"
814, 27.1,"Sadness, Surprise"
815, 27.1333,"Sadness, Disgust"
816, 27.1667,"Sadness, Disgust"
817, 27.2,Happiness
818, 27.2333,"Happiness, Disgust"
819, 27.2667,Happiness
820, 27.3,"Sadness, Surprise"
821, 27.3333,Sadness
822, 27.3667,Happiness
823, 27.4,Happiness
824, 27.4333,None
825, 27.4667,"Happiness, Sadness, Surprise"
826, 27.5,Happiness
827, 27.5333,Happiness
828, 27.5667,Happiness
829, 27.6,"Sadness, Disgust"
830, 27.6333,"Sadness, Disgust"
831, 27.6667,"Sadness, Disgust"
832, 27.7,"Happiness, Sadness, Disgust"
833, 27.7333,"Happiness, Sadness"
834, 27.7667,"Happiness, Sadness, Disgust"
835, 27.8,Happiness
836, 27.8333,Happiness
837, 27.8667,"Happiness, Sadness, Disgust"
838, 27.9,"Happiness, Sadness, Surprise"
839, 27.9333,"Happiness, Sadness"
840, 27.9667,"Happiness, Sadness, Disgust"
841, 28,Happiness
842, 28.0333,None
843, 28.0667,"Happiness, Sadness"
844, 28.1,"Sadness, Disgust"
845, 28.1333,Happiness
846, 28.1667,"Happiness, Surprise"
847, 28.2,"Happiness, Surprise"
848, 28.2333,Happiness
849, 28.2667,Happiness
850, 28.3,None
851, 28.3333,Happiness
852, 28.3667,None
853, 28.4,Happiness
854, 28.4333,Happiness
855, 28.4667,"Happiness, Anger"
856, 28.5,"Happiness, Anger"
857, 28.5333,Happiness
858, 28.5667,Happiness
859, 28.6,Happiness
860, 28.6333,Happiness
861, 28.6667,Happiness
862, 28.7,Happiness
863, 28.7333,Happiness
864, 28.7667,Happiness
865, 28.8,Happiness
866, 28.8333,Happiness
867, 28.8667,Happiness
868, 28.9,None
869, 28.9333,None
870, 28.9667,Sadness
871, 29,Sadness
872, 29.0333,Sadness
873, 29.0667,Sadness
874, 29.1,None
875, 29.1333,Sadness
876, 29.1667,None
877, 29.2,None
878, 29.2333,None
879, 29.2667,None
880, 29.3,Sadness
881, 29.3333,None
882, 29.3667,None
883, 29.4,None
884, 29.4333,Anger
885, 29.4667,"Anger, Surprise"
886, 29.5,"Sadness, Anger, Surprise, Disgust"
887, 29.5333,"Anger, Surprise"
888, 29.5667,"Anger, Surprise"
889, 29.6,Anger
890, 29.6333,"Anger, Surprise"
891, 29.6667,Anger
892, 29.7,"Anger, Surprise"
893, 29.7333,"Anger, Surprise"
894, 29.7667,None
895, 29.8,Anger
896, 29.8333,None
897, 29.8667,None
898, 29.9,Anger
899, 29.9333,Anger
900, 29.9667,Anger
901, 30,"Anger, Surprise"
902, 30.0333,Anger
903, 30.0667,"Anger, Surprise"
904, 30.1,None
905, 30.1333,"Sadness, Disgust"
906, 30.1667,"Sadness, Disgust"
907, 30.2,None
908, 30.2333,None
909, 30.2667,"Sadness, Disgust"
910, 30.3,"Sadness, Disgust"
911, 30.3333,None
912, 30.3667,None
913, 30.4,None
914, 30.4333,"Sadness, Anger, Disgust"
915, 30.4667,Disgust
916, 30.5,Disgust
917, 30.5333,"Sadness, Disgust"
918, 30.5667,None
919, 30.6,"Sadness, Disgust"
920, 30.6333,"Sadness, Disgust"
921, 30.6667,Sadness
922, 30.7,None
923, 30.7333,None
924, 30.7667,None
925, 30.8,Happiness
926, 30.8333,"Happiness, Sadness"
927, 30.8667,"Happiness, Surprise"
928, 30.9,"Happiness, Surprise, Disgust"
929, 30.9333,"Happiness, Surprise"
930, 30.9667,"Happiness, Surprise"
931, 31,None
932, 31.0333,None
933, 31.0667,None
934, 31.1,None
935, 31.1333,None
936, 31.1667,None
937, 31.2,None
938, 31.2333,None
939, 31.2667,None
940, 31.3,Happiness
941, 31.3333,Happiness
942, 31.3667,Happiness
943, 31.4,None
944, 31.4333,Happiness
945, 31.4667,None
946, 31.5,None
947, 31.5333,None
948, 31.5667,None
949, 31.6,None
950, 31.6333,None
951, 31.6667,Disgust
952, 31.7,None
953, 31.7333,None
954, 31.7667,None
955, 31.8,None
956, 31.8333,Happiness
957, 31.8667,None
958, 31.9,None
959, 31.9333,None
960, 31.9667,None
961, 32,None
962, 32.0333,None
963, 32.0667,None
964, 32.1,None
965, 32.1333,None
966, 32.1667,None
967, 32.2,Sadness
968, 32.2333,Sadness
969, 32.2667,None
970, 32.3,None
971, 32.3333,None
972, 32.3667,None
973, 32.4,None
974, 32.4333,None
975, 32.4667,"Happiness, Anger, Surprise"
976, 32.5,"Happiness, Sadness"
977, 32.5333,None
978, 32.5667,Happiness
979, 32.6,None
980, 32.6333,None
981, 32.6667,Surprise
982, 32.7,"Happiness, Disgust"
983, 32.7333,Happiness
984, 32.7667,"Surprise, Disgust"
985, 32.8,Disgust
986, 32.8333,None
987, 32.8667,Surprise
988, 32.9,None
989, 32.9333,None
990, 32.9667,Disgust
991, 33,Disgust
992, 33.0333,None
993, 33.0667,None
994, 33.1,Disgust
995, 33.1333,Disgust
996, 33.1667,Surprise
997, 33.2,"Surprise, Disgust"
998, 33.2333,Surprise
999, 33.2667,"Surprise, Disgust"
1000, 33.3,Disgust
1001, 33.3333,None
1002, 33.3667,None
1003, 33.4,Disgust
1004, 33.4333,Disgust
1005, 33.4667,Disgust
1006, 33.5,Disgust
1007, 33.5333,Disgust
1008, 33.5667,Disgust
1009, 33.6,Disgust
1010, 33.6333,"Disgust, Contempt"
1011, 33.6667,"Disgust, Contempt"
1012, 33.7,"Disgust, Contempt"
1013, 33.7333,Happiness
1014, 33.7667,None
1015, 33.8,None
1016, 33.8333,Happiness
1017, 33.8667,"Disgust, Contempt"
1018, 33.9,"Disgust, Contempt"
1019, 33.9333,"Happiness, Disgust, Contempt"
1020, 33.9667,"Disgust, Contempt"
1021, 34,"Disgust, Contempt"
1022, 34.0333,"Disgust, Contempt"
1023, 34.0667,"Disgust, Contempt"
1024, 34.1,"Sadness, Disgust"
1025, 34.1333,"Disgust, Contempt"
1026, 34.1667,Contempt
1027, 34.2,"Sadness, Disgust, Contempt"
1028, 34.2333,"Happiness, Sadness, Disgust, Contempt"
1029, 34.2667,None
1030, 34.3,None
1031, 34.3333,None
1032, 34.3667,None
1033, 34.4,"Sadness, Disgust"
1034, 34.4333,Sadness
1035, 34.4667,"Sadness, Disgust"
1036, 34.5,"Sadness, Disgust"
1037, 34.5333,"Sadness, Disgust"
1038, 34.5667,"Sadness, Disgust"
1039, 34.6,"Sadness, Disgust"
1040, 34.6333,"Sadness, Disgust"
1041, 34.6667,"Sadness, Disgust"
1042, 34.7,None
1043, 34.7333,"Sadness, Disgust"
1044, 34.7667,"Sadness, Disgust"
1045, 34.8,"Sadness, Disgust"
1046, 34.8333,"Sadness, Disgust"
1047, 34.8667,"Sadness, Disgust"
1048, 34.9,Sadness
1049, 34.9333,"Sadness, Disgust"
1050, 34.9667,"Sadness, Disgust"
1051, 35,"Sadness, Disgust"
1052, 35.0333,Sadness
1053, 35.0667,"Sadness, Disgust"
1054, 35.1,"Sadness, Disgust"
1055, 35.1333,None
1056, 35.1667,"Sadness, Disgust"
1057, 35.2,None
1058, 35.2333,Sadness
1059, 35.2667,"Sadness, Disgust"
1060, 35.3,"Sadness, Disgust"
1061, 35.3333,"Sadness, Disgust"
1062, 35.3667,Disgust
1063, 35.4,Disgust
1064, 35.4333,None
1065, 35.4667,"Sadness, Disgust"
1066, 35.5,None
1067, 35.5333,Disgust
1068, 35.5667,Disgust
1069, 35.6,Disgust
1070, 35.6333,None
1071, 35.6667,"Disgust, Contempt"
1072, 35.7,None
1073, 35.7333,Disgust
1074, 35.7667,None
1075, 35.8,None
1076, 35.8333,None
1077, 35.8667,Disgust
1078, 35.9,None
1079, 35.9333,None
1080, 35.9667,None
1081, 36,None
1082, 36.0333,Anger
1083, 36.0667,Anger
1084, 36.1,Anger
1085, 36.1333,None
1086, 36.1667,Anger
1087, 36.2,None
1088, 36.2333,None
1089, 36.2667,None
1090, 36.3,Anger
1091, 36.3333,None
1092, 36.3667,Anger
1093, 36.4,Anger
1094, 36.4333,None
1095, 36.4667,None
1096, 36.5,None
1097, 36.5333,None
1098, 36.5667,None
1099, 36.6,None
1100, 36.6333,None
1101, 36.6667,None
1102, 36.7,None
1103, 36.7333,None
1104, 36.7667,None
1105, 36.8,None
1106, 36.8333,Anger
1107, 36.8667,None
1108, 36.9,None
1109, 36.9333,None
1110, 36.9667,None
1111, 37,None
1112, 37.0333,None
1113, 37.0667,None
1114, 37.1,None
1115, 37.1333,None
1116, 37.1667,None
1117, 37.2,None
1118, 37.2333,None
1119, 37.2667,None
1120, 37.3,None
1121, 37.3333,None
1122, 37.3667,None
1123, 37.4,None
1124, 37.4333,None
1125, 37.4667,None
1126, 37.5,None
1127, 37.5333,None
1128, 37.5667,None
1129, 37.6,None
1130, 37.6333,None
1131, 37.6667,None
1132, 37.7,None
1133, 37.7333,None
1134, 37.7667,None
1135, 37.8,None
1136, 37.8333,None
1137, 37.8667,None
1138, 37.9,None
1139, 37.9333,None
1140, 37.9667,None
1141, 38,None
1142, 38.0333,None
1143, 38.0667,None
1144, 38.1,None
1145, 38.1333,None
1146, 38.1667,None
1147, 38.2,None
1148, 38.2333,None
1149, 38.2667,None
1150, 38.3,None
1151, 38.3333,None
1152, 38.3667,None
1153, 38.4,None
1154, 38.4333,None
1155, 38.4667,None
1156, 38.5,None
1157, 38.5333,None
1158, 38.5667,None
1159, 38.6,None
1160, 38.6333,None
1161, 38.6667,None
1162, 38.7,None
1163, 38.7333,None
1164, 38.7667,None
1165, 38.8,None
1166, 38.8333,None
1167, 38.8667,None
1168, 38.9,None
1169, 38.9333,None
1170, 38.9667,None
1171, 39,None
1172, 39.0333,None
1173, 39.0667,None
1174, 39.1,None
1175, 39.1333,None
1176, 39.1667,None
1177, 39.2,None
1178, 39.2333,None
1179, 39.2667,None
1180, 39.3,None
1181, 39.3333,None
1182, 39.3667,None
1183, 39.4,None
1184, 39.4333,None
1185, 39.4667,None
1186, 39.5,None
1187, 39.5333,None
1188, 39.5667,None
1189, 39.6,None
1190, 39.6333,None
1191, 39.6667,None
1192, 39.7,None
1193, 39.7333,None
1194, 39.7667,None
1195, 39.8,None
1196, 39.8333,None
1197, 39.8667,None
1198, 39.9,None
